path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/Users/mahtab/.synapseCache/case_5017/img/case5017_01.png	syn53401315	case5017_01.png	syn53401316	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_02.png	syn53401315	case5017_02.png	syn53401317	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_03.png	syn53401315	case5017_03.png	syn53401318	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_04.png	syn53401315	case5017_04.png	syn53401319	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_05.png	syn53401315	case5017_05.png	syn53401320	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_06.png	syn53401315	case5017_06.png	syn53401321	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_07.png	syn53401315	case5017_07.png	syn53401322	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_08.png	syn53401315	case5017_08.png	syn53401323	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_09.png	syn53401315	case5017_09.png	syn53401324	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_10.png	syn53401315	case5017_10.png	syn53401325	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_11.png	syn53401315	case5017_11.png	syn53401326	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_12.png	syn53401315	case5017_12.png	syn53401327	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_13.png	syn53401315	case5017_13.png	syn53401330	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_14.png	syn53401315	case5017_14.png	syn53401331	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_15.png	syn53401315	case5017_15.png	syn53401332	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_16.png	syn53401315	case5017_16.png	syn53401333	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_17.png	syn53401315	case5017_17.png	syn53401334	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_18.png	syn53401315	case5017_18.png	syn53401335	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_19.png	syn53401315	case5017_19.png	syn53401336	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_20.png	syn53401315	case5017_20.png	syn53401337	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_21.png	syn53401315	case5017_21.png	syn53401338	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_22.png	syn53401315	case5017_22.png	syn53401339	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_23.png	syn53401315	case5017_23.png	syn53401340	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_24.png	syn53401315	case5017_24.png	syn53401341	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_25.png	syn53401315	case5017_25.png	syn53401342	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_26.png	syn53401315	case5017_26.png	syn53401343	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_27.png	syn53401315	case5017_27.png	syn53401344	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_28.png	syn53401315	case5017_28.png	syn53401345	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_29.png	syn53401315	case5017_29.png	syn53401346	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_30.png	syn53401315	case5017_30.png	syn53401347	True	image/png				
/Users/mahtab/.synapseCache/case_5017/img/case5017_31.png	syn53401315	case5017_31.png	syn53401348	True	image/png				
