path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_01.png.json	syn53395991	case5335_01.png.json	syn53395992	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_02.png.json	syn53395991	case5335_02.png.json	syn53395993	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_03.png.json	syn53395991	case5335_03.png.json	syn53395994	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_04.png.json	syn53395991	case5335_04.png.json	syn53395995	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_05.png.json	syn53395991	case5335_05.png.json	syn53395996	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_06.png.json	syn53395991	case5335_06.png.json	syn53395997	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_07.png.json	syn53395991	case5335_07.png.json	syn53395998	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_08.png.json	syn53395991	case5335_08.png.json	syn53395999	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_09.png.json	syn53395991	case5335_09.png.json	syn53396000	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_10.png.json	syn53395991	case5335_10.png.json	syn53396001	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5335/ann/case5335_11.png.json	syn53395991	case5335_11.png.json	syn53396002	True	application/json				
