path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_01.png.json	syn53398156	case5304_01.png.json	syn53398157	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_02.png.json	syn53398156	case5304_02.png.json	syn53398158	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_03.png.json	syn53398156	case5304_03.png.json	syn53398159	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_04.png.json	syn53398156	case5304_04.png.json	syn53398160	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_05.png.json	syn53398156	case5304_05.png.json	syn53398161	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_06.png.json	syn53398156	case5304_06.png.json	syn53398162	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_07.png.json	syn53398156	case5304_07.png.json	syn53398163	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_08.png.json	syn53398156	case5304_08.png.json	syn53398164	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_09.png.json	syn53398156	case5304_09.png.json	syn53398165	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_10.png.json	syn53398156	case5304_10.png.json	syn53398166	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5304/ann/case5304_11.png.json	syn53398156	case5304_11.png.json	syn53398167	True	application/json				
