path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_01.png.json	syn53395692	case5353_01.png.json	syn53395693	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_02.png.json	syn53395692	case5353_02.png.json	syn53395694	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_03.png.json	syn53395692	case5353_03.png.json	syn53395695	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_04.png.json	syn53395692	case5353_04.png.json	syn53395696	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_05.png.json	syn53395692	case5353_05.png.json	syn53395697	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_06.png.json	syn53395692	case5353_06.png.json	syn53395698	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_07.png.json	syn53395692	case5353_07.png.json	syn53395699	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_08.png.json	syn53395692	case5353_08.png.json	syn53395700	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_09.png.json	syn53395692	case5353_09.png.json	syn53395701	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_10.png.json	syn53395692	case5353_10.png.json	syn53395705	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_11.png.json	syn53395692	case5353_11.png.json	syn53395706	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_12.png.json	syn53395692	case5353_12.png.json	syn53395707	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_13.png.json	syn53395692	case5353_13.png.json	syn53395708	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_14.png.json	syn53395692	case5353_14.png.json	syn53395709	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_15.png.json	syn53395692	case5353_15.png.json	syn53395710	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_16.png.json	syn53395692	case5353_16.png.json	syn53395711	True	application/json				
/Users/mahtab/Downloads/SSL4MIS/segmentation_project/data/video_catarct1k/case_5353/ann/case5353_17.png.json	syn53395692	case5353_17.png.json	syn53395712	True	application/json				
